,Month,AveragePrice,Year,Region,TypeOrganic,TypeConventional,PriceRange
8661,8,1.34,2016,GreatLakes,0,1,moderate
8662,11,1.34,2016,Indianapolis,0,1,moderate
8663,2,1.34,2018,Tampa,1,0,moderate
8664,2,1.34,2015,West,1,0,moderate
8665,5,1.34,2016,Albany,0,1,cheap
8666,4,1.34,2016,SouthCarolina,1,0,moderate
8667,7,1.34,2017,Midsouth,0,1,moderate
8668,5,1.34,2015,Tampa,1,0,moderate
8669,2,1.34,2018,Charlotte,0,1,moderate
8670,8,1.34,2017,Midsouth,0,1,moderate
8671,1,1.34,2017,LasVegas,1,0,moderate
8672,2,1.34,2018,SanFrancisco,1,0,cheap
8673,7,1.34,2017,Midsouth,0,1,moderate
8674,4,1.34,2017,DallasFtWorth,1,0,expensive
8675,3,1.35,2016,LasVegas,1,0,moderate
8676,7,1.35,2015,RichmondNorfolk,1,0,moderate
8677,3,1.35,2018,Northeast,0,1,cheap
8678,5,1.35,2017,California,0,1,moderate
8679,6,1.35,2015,RichmondNorfolk,1,0,moderate
8680,12,1.35,2015,Indianapolis,1,0,moderate
8681,11,1.35,2016,Detroit,0,1,moderate
8682,5,1.35,2016,LasVegas,1,0,moderate
8683,3,1.35,2015,BuffaloRochester,0,1,cheap
8684,10,1.35,2016,Detroit,0,1,moderate
8685,10,1.35,2016,GreatLakes,0,1,moderate
8686,10,1.35,2016,GreatLakes,0,1,moderate
8687,6,1.35,2015,DallasFtWorth,1,0,expensive
8688,6,1.35,2015,DallasFtWorth,1,0,expensive
8689,4,1.35,2017,Indianapolis,1,0,moderate
8690,3,1.35,2018,NewYork,0,1,cheap
8691,12,1.35,2016,Jacksonville,1,0,moderate
8692,12,1.35,2016,LasVegas,1,0,moderate
8693,4,1.35,2015,DallasFtWorth,1,0,expensive
8694,5,1.35,2015,DallasFtWorth,1,0,expensive
8695,8,1.35,2017,Indianapolis,0,1,moderate
8696,2,1.35,2015,DallasFtWorth,1,0,expensive
8697,3,1.35,2017,Indianapolis,0,1,moderate
8698,10,1.35,2016,Jacksonville,0,1,moderate
8699,6,1.35,2017,DallasFtWorth,1,0,expensive
8700,5,1.35,2017,DallasFtWorth,1,0,expensive
8701,4,1.35,2017,Plains,0,1,moderate
8702,5,1.35,2015,BuffaloRochester,0,1,cheap
8703,6,1.35,2017,Plains,0,1,moderate
8704,6,1.35,2017,Plains,0,1,moderate
8705,3,1.35,2017,Indianapolis,0,1,moderate
8706,1,1.35,2018,Orlando,0,1,moderate
8707,7,1.35,2017,BuffaloRochester,0,1,cheap
8708,7,1.35,2016,Midsouth,0,1,moderate
8709,11,1.35,2016,NewOrleansMobile,0,1,moderate
8710,12,1.35,2015,Houston,1,0,expensive
8711,8,1.35,2015,Houston,1,0,expensive
8712,2,1.35,2017,DallasFtWorth,1,0,expensive
8713,9,1.35,2015,Denver,1,0,moderate
8714,3,1.35,2017,Midsouth,0,1,moderate
8715,2,1.35,2017,Indianapolis,1,0,moderate
8716,3,1.35,2017,Indianapolis,1,0,moderate
8717,6,1.35,2017,LosAngeles,1,0,moderate
8718,2,1.35,2017,MiamiFtLauderdale,0,1,moderate
8719,12,1.35,2015,Denver,1,0,moderate
8720,1,1.35,2015,DallasFtWorth,1,0,expensive
8721,7,1.35,2017,Indianapolis,0,1,moderate
8722,1,1.35,2015,DallasFtWorth,1,0,expensive
8723,2,1.35,2018,NorthernNewEngland,0,1,moderate
8724,3,1.35,2018,NorthernNewEngland,0,1,moderate
8725,8,1.35,2015,Syracuse,0,1,cheap
8726,4,1.35,2017,NewOrleansMobile,0,1,moderate
8727,3,1.35,2015,GrandRapids,0,1,moderate
8728,10,1.35,2016,Southeast,1,0,moderate
8729,4,1.35,2016,RichmondNorfolk,1,0,moderate
8730,6,1.35,2016,Syracuse,0,1,cheap
8731,11,1.35,2016,Portland,0,1,moderate
8732,9,1.35,2016,Plains,0,1,moderate
8733,5,1.35,2015,Nashville,1,0,moderate
8734,11,1.35,2016,Plains,0,1,moderate
8735,12,1.35,2015,California,1,0,moderate
8736,9,1.35,2015,BaltimoreWashington,1,0,cheap
8737,7,1.35,2016,Pittsburgh,0,1,moderate
8738,2,1.35,2015,California,1,0,moderate
8739,12,1.35,2016,StLouis,1,0,moderate
8740,10,1.35,2017,Syracuse,1,0,cheap
8741,10,1.35,2017,Syracuse,1,0,cheap
8742,5,1.35,2015,MiamiFtLauderdale,1,0,moderate
8743,4,1.35,2016,Pittsburgh,1,0,moderate
8744,1,1.35,2016,Portland,1,0,moderate
8745,12,1.35,2015,NewOrleansMobile,1,0,moderate
8746,1,1.35,2016,RichmondNorfolk,1,0,moderate
8747,1,1.35,2016,SouthCentral,1,0,expensive
8748,3,1.35,2016,SanDiego,1,0,moderate
8749,6,1.35,2015,Syracuse,0,1,cheap
8750,2,1.35,2015,Boise,1,0,moderate
8751,5,1.35,2015,Syracuse,0,1,cheap
8752,5,1.35,2016,Roanoke,1,0,moderate
8753,5,1.35,2016,Roanoke,1,0,moderate
8754,6,1.35,2016,SanFrancisco,0,1,cheap
8755,2,1.35,2015,Syracuse,0,1,cheap
8756,9,1.35,2016,Syracuse,0,1,cheap
8757,6,1.35,2017,Roanoke,1,0,moderate
8758,8,1.35,2016,Syracuse,0,1,cheap
8759,7,1.35,2016,SouthCarolina,1,0,moderate
8760,1,1.35,2016,RichmondNorfolk,1,0,moderate
8761,10,1.35,2016,Sacramento,0,1,moderate
8762,7,1.35,2015,Seattle,0,1,moderate
8763,9,1.35,2016,RaleighGreensboro,0,1,moderate
8764,2,1.35,2016,SouthCentral,1,0,expensive
8765,12,1.35,2015,Philadelphia,1,0,cheap
8766,7,1.35,2017,Syracuse,1,0,cheap
8767,1,1.35,2016,PhoenixTucson,1,0,moderate
8768,9,1.35,2016,Tampa,1,0,moderate
8769,1,1.35,2015,HartfordSpringfield,0,1,cheap
8770,6,1.35,2016,Northeast,0,1,cheap
8771,1,1.35,2015,Portland,1,0,moderate
8772,4,1.35,2015,HartfordSpringfield,0,1,cheap
8773,10,1.35,2016,BuffaloRochester,0,1,cheap
8774,5,1.35,2017,NewOrleansMobile,0,1,moderate
8775,6,1.35,2015,Columbus,1,0,moderate
8776,5,1.35,2016,Louisville,1,0,moderate
8777,6,1.35,2017,Orlando,0,1,moderate
8778,6,1.35,2015,Columbus,1,0,moderate
8779,1,1.35,2016,BuffaloRochester,0,1,cheap
8780,5,1.35,2015,RaleighGreensboro,1,0,moderate
8781,10,1.35,2017,BuffaloRochester,1,0,cheap
8782,10,1.35,2017,BuffaloRochester,1,0,cheap
8783,2,1.35,2018,Denver,1,0,moderate
8784,12,1.35,2017,Philadelphia,0,1,cheap
8785,12,1.35,2017,Philadelphia,0,1,cheap
8786,5,1.35,2016,WestTexNewMexico,1,0,moderate
8787,1,1.35,2018,Sacramento,0,1,moderate
8788,1,1.35,2017,Northeast,0,1,cheap
8789,5,1.35,2015,LasVegas,1,0,moderate
8790,9,1.35,2016,Tampa,1,0,moderate
8791,10,1.35,2017,Pittsburgh,1,0,moderate
8792,8,1.35,2016,Tampa,1,0,moderate
8793,8,1.35,2016,Tampa,1,0,moderate
8794,12,1.35,2016,BaltimoreWashington,0,1,cheap
8795,6,1.35,2015,Philadelphia,0,1,cheap
8796,3,1.35,2017,PhoenixTucson,1,0,moderate
8797,2,1.35,2017,NewOrleansMobile,1,0,moderate
8798,3,1.35,2015,LosAngeles,1,0,moderate
8799,8,1.35,2017,NewOrleansMobile,1,0,moderate
8800,12,1.35,2017,MiamiFtLauderdale,0,1,moderate
8801,4,1.35,2015,Pittsburgh,1,0,moderate
8802,12,1.35,2017,Northeast,0,1,cheap
8803,11,1.35,2017,Northeast,0,1,cheap
8804,1,1.35,2016,TotalUS,1,0,moderate
8805,7,1.35,2016,Nashville,1,0,moderate
8806,5,1.35,2015,LasVegas,1,0,moderate
8807,3,1.35,2017,Midsouth,1,0,moderate
8808,8,1.35,2017,RichmondNorfolk,0,1,moderate
8809,1,1.35,2017,GreatLakes,1,0,moderate
8810,3,1.35,2017,RichmondNorfolk,0,1,moderate
8811,11,1.35,2015,StLouis,1,0,moderate
8812,12,1.35,2015,BuffaloRochester,0,1,cheap
8813,1,1.35,2015,SouthCentral,1,0,expensive
8814,10,1.35,2016,GreatLakes,1,0,moderate
8815,3,1.35,2018,Louisville,1,0,moderate
8816,7,1.35,2017,Spokane,0,1,moderate
8817,3,1.35,2018,SouthCarolina,1,0,moderate
8818,6,1.35,2015,SouthCentral,1,0,expensive
8819,6,1.35,2017,Southeast,0,1,moderate
8820,3,1.35,2018,MiamiFtLauderdale,1,0,moderate
8821,9,1.35,2016,CincinnatiDayton,1,0,moderate
8822,7,1.35,2016,Detroit,1,0,moderate
8823,2,1.35,2015,SanFrancisco,1,0,cheap
8824,1,1.35,2018,GrandRapids,0,1,moderate
8825,3,1.35,2018,RichmondNorfolk,1,0,moderate
8826,3,1.35,2018,NewOrleansMobile,1,0,moderate
8827,9,1.35,2016,DallasFtWorth,1,0,expensive
8828,2,1.35,2018,NewOrleansMobile,1,0,moderate
8829,1,1.35,2016,DallasFtWorth,1,0,expensive
8830,3,1.35,2018,Albany,0,1,cheap
8831,12,1.35,2015,BuffaloRochester,0,1,cheap
8832,2,1.35,2018,NewOrleansMobile,1,0,moderate
8833,11,1.35,2017,Tampa,0,1,moderate
8834,5,1.35,2016,Atlanta,1,0,moderate
8835,7,1.35,2015,Albany,0,1,cheap
8836,12,1.35,2015,Albany,0,1,cheap
8837,1,1.35,2017,HarrisburgScranton,0,1,moderate
8838,12,1.36,2017,CincinnatiDayton,1,0,moderate
8839,4,1.36,2017,SouthCarolina,0,1,moderate
8840,11,1.36,2016,TotalUS,0,1,moderate
8841,1,1.36,2017,StLouis,1,0,moderate
8842,4,1.36,2016,Plains,1,0,moderate
8843,7,1.36,2016,HarrisburgScranton,0,1,moderate
8844,8,1.36,2017,SouthCarolina,0,1,moderate
8845,1,1.36,2015,Philadelphia,0,1,cheap
8846,2,1.36,2015,Philadelphia,0,1,cheap
8847,2,1.36,2015,TotalUS,1,0,moderate
8848,2,1.36,2017,TotalUS,1,0,moderate
8849,12,1.36,2017,West,1,0,moderate
8850,4,1.36,2017,GreatLakes,1,0,moderate
8851,11,1.36,2015,West,1,0,moderate
8852,1,1.36,2016,Syracuse,0,1,cheap
8853,1,1.36,2017,Southeast,1,0,moderate
8854,1,1.36,2017,Southeast,1,0,moderate
8855,12,1.36,2015,Syracuse,0,1,cheap
8856,6,1.36,2017,SouthCentral,1,0,expensive
8857,11,1.36,2016,Jacksonville,0,1,moderate
8858,7,1.36,2017,Southeast,0,1,moderate
8859,12,1.36,2015,Syracuse,0,1,cheap
8860,3,1.36,2015,StLouis,0,1,moderate
8861,3,1.36,2016,Syracuse,0,1,cheap
8862,7,1.36,2017,Southeast,0,1,moderate
8863,12,1.36,2015,Boise,1,0,moderate
8864,2,1.36,2018,RichmondNorfolk,1,0,moderate
8865,5,1.36,2016,RichmondNorfolk,1,0,moderate
8866,5,1.36,2016,Syracuse,0,1,cheap
8867,4,1.36,2016,HartfordSpringfield,0,1,cheap
8868,1,1.36,2015,PhoenixTucson,1,0,moderate
8869,4,1.36,2015,StLouis,0,1,moderate
8870,12,1.36,2016,Columbus,1,0,moderate
8871,7,1.36,2015,BuffaloRochester,0,1,cheap
8872,7,1.36,2015,Philadelphia,0,1,cheap
8873,6,1.36,2017,Jacksonville,0,1,moderate
8874,8,1.36,2016,MiamiFtLauderdale,1,0,moderate
8875,2,1.36,2018,Orlando,1,0,moderate
8876,4,1.36,2015,HartfordSpringfield,0,1,cheap
8877,6,1.36,2016,GrandRapids,0,1,moderate
8878,9,1.36,2016,MiamiFtLauderdale,1,0,moderate
8879,9,1.36,2016,MiamiFtLauderdale,1,0,moderate
8880,11,1.36,2017,Denver,0,1,moderate
8881,9,1.36,2016,MiamiFtLauderdale,1,0,moderate
8882,7,1.36,2017,Columbus,0,1,moderate
8883,2,1.36,2018,DallasFtWorth,1,0,expensive
8884,1,1.36,2016,DallasFtWorth,1,0,expensive
8885,4,1.36,2017,GreatLakes,1,0,moderate
8886,5,1.36,2015,RaleighGreensboro,1,0,moderate
8887,2,1.36,2018,NewYork,1,0,cheap
8888,10,1.36,2016,GreatLakes,0,1,moderate
8889,1,1.36,2018,StLouis,0,1,moderate
8890,11,1.36,2017,NorthernNewEngland,0,1,moderate
8891,12,1.36,2017,NorthernNewEngland,0,1,moderate
8892,4,1.36,2015,Northeast,0,1,cheap
8893,2,1.36,2018,Pittsburgh,1,0,moderate
8894,1,1.36,2015,NewYork,0,1,cheap
8895,2,1.36,2015,NewYork,0,1,cheap
8896,2,1.36,2015,NewYork,0,1,cheap
8897,3,1.36,2015,NewYork,0,1,cheap
8898,3,1.36,2015,NewYork,0,1,cheap
8899,11,1.36,2016,Jacksonville,0,1,moderate
8900,8,1.36,2017,Atlanta,0,1,moderate
8901,3,1.36,2018,Pittsburgh,1,0,moderate
8902,6,1.36,2015,NewYork,0,1,cheap
8903,1,1.36,2018,Tampa,0,1,moderate
8904,11,1.36,2016,DallasFtWorth,1,0,expensive
8905,12,1.36,2017,Houston,1,0,expensive
8906,2,1.36,2017,Northeast,0,1,cheap
8907,1,1.36,2017,Northeast,0,1,cheap
8908,6,1.36,2016,Midsouth,1,0,moderate
8909,10,1.36,2016,Syracuse,0,1,cheap
8910,4,1.36,2015,Boise,1,0,moderate
8911,5,1.36,2016,Roanoke,1,0,moderate
8912,8,1.36,2016,Boston,1,0,moderate
8913,10,1.36,2016,BuffaloRochester,0,1,cheap
8914,10,1.36,2015,Columbus,1,0,moderate
8915,2,1.36,2016,WestTexNewMexico,1,0,moderate
8916,2,1.36,2017,Louisville,1,0,moderate
8917,4,1.36,2016,WestTexNewMexico,1,0,moderate
8918,5,1.36,2017,NewOrleansMobile,0,1,moderate
8919,4,1.36,2016,WestTexNewMexico,1,0,moderate
8920,4,1.36,2015,CincinnatiDayton,1,0,moderate
8921,6,1.36,2016,WestTexNewMexico,1,0,moderate
8922,12,1.36,2016,BuffaloRochester,0,1,cheap
8923,7,1.36,2016,NorthernNewEngland,0,1,moderate
8924,11,1.36,2015,CincinnatiDayton,1,0,moderate
8925,4,1.36,2017,GreatLakes,0,1,moderate
8926,5,1.36,2016,WestTexNewMexico,1,0,moderate
8927,3,1.36,2018,BaltimoreWashington,0,1,cheap
8928,12,1.36,2016,Northeast,0,1,cheap
8929,3,1.36,2016,BuffaloRochester,0,1,cheap
8930,9,1.36,2015,Denver,1,0,moderate
8931,9,1.36,2015,Denver,1,0,moderate
8932,3,1.36,2015,DallasFtWorth,1,0,expensive
8933,4,1.36,2015,DallasFtWorth,1,0,expensive
8934,1,1.36,2017,Syracuse,0,1,cheap
8935,5,1.36,2015,DallasFtWorth,1,0,expensive
8936,2,1.36,2017,California,1,0,moderate
8937,8,1.36,2015,DallasFtWorth,1,0,expensive
8938,8,1.36,2015,DallasFtWorth,1,0,expensive
8939,10,1.36,2016,NewOrleansMobile,0,1,moderate
8940,12,1.36,2016,NewYork,0,1,cheap
8941,11,1.36,2015,DallasFtWorth,1,0,expensive
8942,7,1.36,2017,HarrisburgScranton,0,1,moderate
8943,11,1.36,2017,BuffaloRochester,1,0,cheap
8944,4,1.36,2017,Syracuse,0,1,cheap
8945,11,1.36,2015,LosAngeles,1,0,moderate
8946,5,1.36,2016,TotalUS,1,0,moderate
8947,6,1.36,2016,BaltimoreWashington,0,1,cheap
8948,5,1.36,2015,LosAngeles,1,0,moderate
8949,10,1.36,2016,RaleighGreensboro,0,1,moderate
8950,9,1.36,2015,Houston,1,0,expensive
8951,1,1.36,2018,Chicago,0,1,moderate
8952,3,1.36,2016,SouthCarolina,1,0,moderate
8953,11,1.36,2017,Boston,0,1,moderate
8954,1,1.36,2016,Seattle,1,0,moderate
8955,3,1.36,2015,Syracuse,0,1,cheap
8956,4,1.36,2015,Syracuse,0,1,cheap
8957,2,1.36,2018,Seattle,1,0,moderate
8958,1,1.36,2018,SanFrancisco,1,0,cheap
8959,5,1.36,2015,Syracuse,0,1,cheap
8960,9,1.36,2015,Syracuse,0,1,cheap
8961,12,1.36,2017,SouthCarolina,1,0,moderate
8962,1,1.36,2017,LasVegas,1,0,moderate
8963,12,1.36,2015,Denver,1,0,moderate
8964,3,1.36,2018,Chicago,0,1,moderate
8965,5,1.36,2017,Southeast,0,1,moderate
8966,1,1.36,2018,Charlotte,0,1,moderate
8967,10,1.36,2016,Southeast,1,0,moderate
8968,2,1.36,2015,LosAngeles,1,0,moderate
8969,2,1.36,2017,NewYork,1,0,cheap
8970,6,1.36,2016,Tampa,1,0,moderate
8971,12,1.36,2017,Pittsburgh,1,0,moderate
8972,6,1.36,2016,Tampa,1,0,moderate
8973,3,1.36,2017,StLouis,0,1,moderate
8974,8,1.36,2016,Tampa,1,0,moderate
8975,1,1.36,2016,California,1,0,moderate
8976,11,1.36,2015,BuffaloRochester,0,1,cheap
8977,12,1.36,2016,StLouis,1,0,moderate
8978,10,1.36,2015,BuffaloRochester,0,1,cheap
8979,7,1.36,2016,Pittsburgh,0,1,moderate
8980,4,1.36,2016,Atlanta,1,0,moderate
8981,2,1.36,2018,Charlotte,0,1,moderate
8982,8,1.36,2015,Nashville,1,0,moderate
8983,5,1.36,2016,Albany,0,1,cheap
8984,3,1.36,2018,SouthCarolina,1,0,moderate
8985,1,1.36,2015,PhoenixTucson,1,0,moderate
8986,11,1.36,2017,RaleighGreensboro,0,1,moderate
8987,3,1.36,2018,NewOrleansMobile,1,0,moderate
8988,1,1.36,2016,Houston,1,0,expensive
8989,7,1.36,2017,Indianapolis,0,1,moderate
8990,4,1.36,2016,GreatLakes,1,0,moderate
8991,11,1.36,2017,RaleighGreensboro,0,1,moderate
8992,4,1.36,2016,Indianapolis,1,0,moderate
8993,10,1.36,2017,Portland,0,1,moderate
8994,10,1.36,2017,BuffaloRochester,0,1,cheap
8995,3,1.36,2018,Philadelphia,0,1,cheap
8996,2,1.36,2018,Indianapolis,1,0,moderate
8997,2,1.36,2018,MiamiFtLauderdale,0,1,moderate
8998,12,1.36,2016,Detroit,1,0,moderate
8999,5,1.36,2015,GrandRapids,0,1,moderate
9000,2,1.36,2018,Nashville,1,0,moderate
9001,4,1.36,2017,Sacramento,0,1,moderate
9002,5,1.36,2016,GrandRapids,1,0,moderate
9003,4,1.36,2017,Pittsburgh,0,1,moderate
9004,8,1.36,2016,Houston,1,0,expensive
9005,11,1.36,2017,Sacramento,0,1,moderate
9006,3,1.36,2018,NewOrleansMobile,1,0,moderate
9007,2,1.36,2016,GrandRapids,1,0,moderate
9008,9,1.36,2016,Jacksonville,1,0,moderate
9009,2,1.36,2018,Detroit,1,0,moderate
9010,12,1.36,2017,Chicago,0,1,moderate
9011,10,1.36,2016,GreatLakes,1,0,moderate
9012,12,1.36,2017,CincinnatiDayton,0,1,moderate
9013,4,1.36,2016,LasVegas,1,0,moderate
9014,6,1.36,2015,BuffaloRochester,0,1,cheap
9015,3,1.36,2018,HarrisburgScranton,1,0,moderate
9016,2,1.36,2015,Roanoke,1,0,moderate
9017,2,1.36,2018,NewOrleansMobile,1,0,moderate
9018,3,1.36,2015,Roanoke,1,0,moderate
9019,10,1.36,2016,Jacksonville,1,0,moderate
9020,5,1.36,2016,Indianapolis,1,0,moderate
9021,7,1.36,2017,Charlotte,0,1,moderate
9022,8,1.36,2017,California,0,1,moderate
9023,5,1.36,2017,Charlotte,0,1,moderate
9024,2,1.36,2015,BuffaloRochester,0,1,cheap
9025,5,1.37,2017,LosAngeles,1,0,moderate
9026,11,1.37,2017,NewYork,0,1,cheap
9027,2,1.37,2016,West,1,0,moderate
9028,1,1.37,2017,BuffaloRochester,0,1,moderate
9029,1,1.37,2018,Charlotte,0,1,moderate
9030,6,1.37,2015,Albany,0,1,cheap
9031,8,1.37,2017,Syracuse,1,0,moderate
9032,1,1.37,2016,BaltimoreWashington,1,0,moderate
9033,10,1.37,2016,Plains,0,1,moderate
9034,3,1.37,2018,Houston,1,0,expensive
9035,3,1.37,2016,Pittsburgh,1,0,moderate
9036,6,1.37,2016,WestTexNewMexico,1,0,moderate
9037,8,1.37,2017,SouthCarolina,0,1,moderate
9038,8,1.37,2015,Pittsburgh,0,1,moderate
9039,3,1.37,2017,SouthCarolina,0,1,moderate
9040,5,1.37,2016,PhoenixTucson,1,0,moderate
9041,2,1.37,2016,TotalUS,1,0,moderate
9042,5,1.37,2017,GreatLakes,0,1,moderate
9043,4,1.37,2015,Pittsburgh,1,0,moderate
9044,1,1.37,2015,NewYork,0,1,cheap
9045,9,1.37,2017,BuffaloRochester,0,1,moderate
9046,8,1.37,2016,Boston,0,1,moderate
9047,5,1.37,2016,West,1,0,moderate
9048,8,1.37,2016,Pittsburgh,0,1,moderate
9049,5,1.37,2015,Midsouth,1,0,moderate
9050,6,1.37,2017,LosAngeles,1,0,moderate
9051,6,1.37,2017,LosAngeles,1,0,moderate
9052,3,1.37,2016,NewOrleansMobile,1,0,moderate
9053,7,1.37,2016,NorthernNewEngland,0,1,moderate
9054,9,1.37,2016,Louisville,0,1,moderate
9055,10,1.37,2017,LasVegas,0,1,moderate
9056,5,1.37,2016,California,1,0,moderate
9057,3,1.37,2015,PhoenixTucson,1,0,moderate
9058,3,1.37,2015,PhoenixTucson,1,0,moderate
9059,2,1.37,2017,Philadelphia,0,1,cheap
9060,1,1.37,2016,Boise,1,0,moderate
9061,1,1.37,2016,Philadelphia,1,0,cheap
9062,9,1.37,2016,Midsouth,0,1,moderate
9063,1,1.37,2017,TotalUS,1,0,moderate
9064,2,1.37,2016,Houston,1,0,expensive
9065,12,1.37,2015,BuffaloRochester,0,1,moderate
9066,8,1.37,2017,BuffaloRochester,1,0,moderate
9067,12,1.37,2017,StLouis,0,1,moderate
9068,10,1.37,2016,Southeast,0,1,moderate
9069,8,1.37,2016,Sacramento,0,1,moderate
9070,8,1.37,2017,HarrisburgScranton,0,1,moderate
9071,11,1.37,2016,Southeast,0,1,moderate
9072,1,1.37,2016,Roanoke,1,0,moderate
9073,11,1.37,2016,SanDiego,0,1,moderate
9074,1,1.37,2016,WestTexNewMexico,1,0,moderate
9075,5,1.37,2016,SanDiego,1,0,moderate
9076,5,1.37,2016,SanDiego,1,0,moderate
9077,6,1.37,2015,SouthCentral,1,0,expensive
9078,12,1.37,2017,HarrisburgScranton,0,1,moderate
9079,4,1.37,2016,SouthCarolina,1,0,moderate
9080,3,1.37,2018,Southeast,1,0,moderate
9081,3,1.37,2018,MiamiFtLauderdale,0,1,moderate
9082,5,1.37,2017,Roanoke,1,0,moderate
9083,10,1.37,2016,BuffaloRochester,0,1,moderate
9084,1,1.37,2015,Syracuse,0,1,moderate
9085,6,1.37,2016,Indianapolis,1,0,moderate
9086,5,1.37,2017,Atlanta,1,0,moderate
9087,5,1.37,2016,SanFrancisco,0,1,cheap
9088,7,1.37,2015,Roanoke,1,0,moderate
9089,8,1.37,2016,Northeast,0,1,moderate
9090,2,1.37,2018,BaltimoreWashington,0,1,moderate
9091,4,1.37,2017,Southeast,0,1,moderate
9092,6,1.37,2016,Boston,1,0,moderate
9093,2,1.37,2016,Indianapolis,1,0,moderate
9094,3,1.37,2017,Syracuse,0,1,moderate
9095,9,1.37,2016,Tampa,0,1,moderate
9096,1,1.37,2015,SouthCentral,1,0,expensive
9097,4,1.37,2017,SouthCarolina,0,1,moderate
9098,1,1.37,2017,BuffaloRochester,0,1,moderate
9099,1,1.37,2016,Syracuse,0,1,moderate
9100,9,1.37,2016,Detroit,1,0,moderate
9101,4,1.37,2017,NewOrleansMobile,0,1,moderate
9102,3,1.37,2016,Columbus,1,0,moderate
9103,1,1.37,2015,CincinnatiDayton,1,0,moderate
9104,5,1.37,2016,RichmondNorfolk,1,0,moderate
9105,10,1.37,2016,RaleighGreensboro,0,1,moderate
9106,5,1.37,2016,RichmondNorfolk,1,0,moderate
9107,5,1.37,2015,DallasFtWorth,1,0,expensive
9108,9,1.37,2016,Albany,0,1,cheap
9109,2,1.37,2015,SouthCentral,1,0,expensive
9110,7,1.37,2016,Syracuse,0,1,moderate
9111,1,1.37,2017,Charlotte,0,1,moderate
9112,5,1.37,2015,SanFrancisco,0,1,cheap
9113,6,1.37,2015,DallasFtWorth,1,0,expensive
9114,12,1.37,2017,HarrisburgScranton,0,1,moderate
9115,4,1.37,2015,StLouis,0,1,moderate
9116,8,1.37,2015,SouthCentral,1,0,expensive
9117,4,1.37,2017,Pittsburgh,0,1,moderate
9118,3,1.37,2018,MiamiFtLauderdale,1,0,moderate
9119,3,1.37,2015,SouthCentral,1,0,expensive
9120,12,1.37,2017,HarrisburgScranton,0,1,moderate
9121,12,1.37,2017,Northeast,0,1,moderate
9122,11,1.37,2015,Atlanta,1,0,moderate
9123,11,1.37,2017,Northeast,0,1,moderate
9124,12,1.37,2017,Pittsburgh,1,0,moderate
9125,9,1.37,2016,HarrisburgScranton,0,1,moderate
9126,7,1.37,2017,Louisville,0,1,moderate
9127,12,1.37,2017,Pittsburgh,1,0,moderate
9128,2,1.37,2018,Philadelphia,1,0,cheap
9129,11,1.37,2017,Pittsburgh,1,0,moderate
9130,11,1.37,2017,Seattle,0,1,moderate
9131,7,1.37,2016,HarrisburgScranton,0,1,moderate
9132,11,1.37,2016,HarrisburgScranton,0,1,moderate
9133,7,1.37,2015,Portland,1,0,moderate
9134,10,1.37,2016,DallasFtWorth,1,0,expensive
9135,8,1.37,2015,Portland,1,0,moderate
9136,4,1.37,2017,Indianapolis,1,0,moderate
9137,10,1.37,2016,Midsouth,1,0,moderate
9138,5,1.37,2015,Indianapolis,0,1,moderate
9139,11,1.37,2016,DallasFtWorth,1,0,expensive
9140,7,1.37,2015,NewYork,0,1,cheap
9141,3,1.37,2015,West,1,0,moderate
9142,11,1.37,2017,Detroit,1,0,moderate
9143,5,1.37,2017,BaltimoreWashington,0,1,moderate
9144,11,1.37,2016,Boise,0,1,moderate
9145,4,1.37,2016,Tampa,1,0,moderate
9146,11,1.37,2017,BuffaloRochester,0,1,moderate
9147,7,1.37,2017,Boston,0,1,moderate
9148,9,1.37,2016,Denver,1,0,moderate
9149,12,1.37,2017,NewOrleansMobile,1,0,moderate
9150,8,1.37,2017,Boise,0,1,moderate
9151,7,1.37,2016,BaltimoreWashington,0,1,moderate
9152,8,1.37,2015,Louisville,1,0,moderate
9153,8,1.37,2015,Louisville,1,0,moderate
9154,7,1.37,2017,LosAngeles,0,1,moderate
9155,9,1.37,2016,GreatLakes,0,1,moderate
9156,12,1.37,2016,Philadelphia,0,1,cheap
9157,5,1.37,2015,TotalUS,1,0,moderate
9158,2,1.37,2018,DallasFtWorth,1,0,expensive
9159,11,1.37,2017,BuffaloRochester,0,1,moderate
9160,3,1.37,2017,PhoenixTucson,1,0,moderate
9161,2,1.37,2017,NorthernNewEngland,0,1,moderate
9162,12,1.37,2016,MiamiFtLauderdale,1,0,moderate
9163,4,1.37,2015,Louisville,1,0,moderate
9164,6,1.37,2016,BaltimoreWashington,0,1,moderate
9165,5,1.37,2015,NewYork,0,1,cheap
9166,12,1.37,2017,Detroit,1,0,moderate
9167,8,1.37,2017,Plains,0,1,moderate
9168,1,1.37,2016,Nashville,1,0,moderate
9169,8,1.37,2017,Midsouth,0,1,moderate
9170,3,1.37,2016,Midsouth,1,0,moderate
9171,9,1.37,2016,Tampa,1,0,moderate
9172,5,1.37,2016,Midsouth,1,0,moderate
9173,6,1.37,2016,Midsouth,1,0,moderate
9174,1,1.37,2016,Columbus,1,0,moderate
9175,4,1.37,2017,StLouis,0,1,moderate
9176,6,1.37,2015,Detroit,1,0,moderate
9177,5,1.37,2017,StLouis,0,1,moderate
9178,2,1.37,2018,Tampa,1,0,moderate
